matrix_row,player_id,label,archetype,name,position,x,y
1048,5466,1,Generalist,Oghenekaro Etebo,Right Midfield,0.7725595,10.462659
1049,6611,1,Generalist,Ángel Luis Rodríguez Díaz,Right Center Forward,-0.8192058,11.946211
1050,11550,1,Generalist,Jaime Mata Arnaiz,Left Center Forward,0.082872234,11.8309765
1051,5575,-1,Uncategorised,Héctor Miguel Herrera López,Right Center Midfield,0.39132836,1.7665787
1052,3308,10,Aerial commander,Kieran Trippier,Right Back,-2.276832,1.0265684
1053,6790,7,Aggressive stopper,Mario Hermoso Canseco,Left Center Back,-2.6002269,4.5298104
1054,6629,0,Shot-stopper,Fernando Pacheco Flores,Goalkeeper,13.742961,6.3747945
1055,6636,9,Attacking fullback,Rodrigo Ely,Right Center Back,-1.5166718,-0.31449986
1056,24078,5,Wide progressive,Javier Muñoz Jiménez,Center Attacking Midfield,2.4740825,3.7010102
1057,24052,1,Generalist,Yan Brice Eteki,Right Defensive Midfield,-0.7200754,11.979886
1058,11532,3,Possession system elite,Jean-Clair Todibo,Right Center Back,-0.5054773,-3.090176
